"","corpusngram1","n"
"38207","depascale",2
"38208","depeche",2
"38209","depetro",2
"38210","depiction",2
"38211","depleting",2
"38212","deploying",2
"38213","deport",2
"38214","deportees",2
"38215","depositors",2
"38216","depravity",2
"38217","depression-era",2
"38218","depressions",2
"38219","depressor",2
"38220","depts",2
"38221","derail",2
"38222","dere",2
"38223","deride",2
"38224","derisively",2
"38225","derivative",2
"38226","deriving",2
"38227","dermatologist",2
"38228","derrek",2
"38229","descendant",2
"38230","desean",2
"38231","desegregation",2
"38232","deshawn",2
"38233","desiccated",2
"38234","designedly",2
"38235","desiree",2
"38236","desist",2
"38237","desmet",2
"38238","despised",2
"38239","despises",2
"38240","despotis",2
"38241","destructor",2
"38242","desultory",2
"38243","detainee",2
"38244","detecting",2
"38245","detergents",2
"38246","deterioration",2
"38247","deterred",2
"38248","deterring",2
"38249","detonate",2
"38250","detours",2
"38251","detre",2
"38252","detroit-based",2
"38253","detroiter",2
"38254","detroiters",2
"38255","deutsche",2
"38256","devaluation",2
"38257","devalued",2
"38258","devaney",2
"38259","devastate",2
"38260","devens",2
"38261","deverman",2
"38262","devi",2
"38263","devils’",2
"38264","devito",2
"38265","devolution",2
"38266","devos",2
"38267","devout",2
"38268","devoutly",2
"38269","devs",2
"38270","dewey",2
"38271","dfs",2
"38272","dhaka",2
"38273","dhcp",2
"38274","dhimmitude",2
"38275","diagnosing",2
"38276","diagonally",2
"38277","dialects",2
"38278","dialogues",2
"38279","dialogue”",2
"38280","diamandis",2
"38281","diamond-shaped",2
"38282","diamondback",2
"38283","diaphanous",2
"38284","diaspora",2
"38285","dibaba",2
"38286","dicey",2
"38287","dictating",2
"38288","dictatorial",2
"38289","dictionaries",2
"38290","didactic",2
"38291","diddy-dirty",2
"38292","didhe",2
"38293","didjelirium",2
"38294","didn�",2
"38295","didyouknow",2
"38296","did”",2
"38297","die-cut",2
"38298","die-namics",2
"38299","diecut",2
"38300","diecuts",2
"38301","diego-based",2
"38302","dienoff",2
"38303","dies”",2
"38304","diet-friendly",2
"38305","dietetic",2
"38306","dietexercise",2
"38307","dietician",2
"38308","dietitian",2
"38309","die”",2
"38310","dif",2
"38311","difference”",2
"38312","different�",2
"38313","difranco",2
"38314","diggs",2
"38315","digimarc",2
"38316","digitize",2
"38317","digitized",2
"38318","digitizing",2
"38319","dignified",2
"38320","digressions",2
"38321","dik",2
"38322","dike",2
"38323","diktat",2
"38324","dilated",2
"38325","diller",2
"38326","dillons",2
"38327","dimitri",2
"38328","dimmer",2
"38329","dimora’",2
"38330","dina",2
"38331","dinapoli",2
"38332","dine-in",2
"38333","dingman",2
"38334","dings",2
"38335","dingy",2
"38336","dinner-party",2
"38337","dinner”",2
"38338","dioceses",2
"38339","dir",2
"38340","direct-injection",2
"38341","directional",2
"38342","directness",2
"38343","directtv",2
"38344","disability”",2
"38345","disables",2
"38346","disabused",2
"38347","disaffected",2
"38348","disagreeing",2
"38349","disappointed”",2
"38350","disappointingly",2
"38351","disapproved",2
"38352","disassociate",2
"38353","disbelieving",2
"38354","discernible",2
"38355","discipling",2
"38356","disclaimers",2
"38357","discloses",2
"38358","discoloration",2
"38359","discomforts",2
"38360","disconnects",2
"38361","discontinue",2
"38362","discredited",2
"38363","discrediting",2
"38364","discrepancies",2
"38365","discriminated",2
"38366","discriminates",2
"38367","discriminative",2
"38368","disdaining",2
"38369","disembark",2
"38370","disembodied",2
"38371","disenchanted",2
"38372","disenfranchised",2
"38373","disfigurement",2
"38374","disguising",2
"38375","disgusts",2
"38376","disheartened",2
"38377","dishing",2
"38378","dishonor",2
"38379","dishonorable",2
"38380","dish”",2
"38381","disillusion",2
"38382","disinfect",2
"38383","disintegrating",2
"38384","disinterested",2
"38385","disjointed",2
"38386","dislocated",2
"38387","dislodge",2
"38388","disloyal",2
"38389","dismantling",2
"38390","dismissive",2
"38391","disney’",2
"38392","disorganised",2
"38393","disown",2
"38394","dispensers",2
"38395","displeasing",2
"38396","disposables",2
"38397","dispositions",2
"38398","disproportional",2
"38399","disputing",2
"38400","disregarded",2
"38401","disrobe",2
"38402","dissapointed",2
"38403","dissed",2
"38404","disseminate",2
"38405","dissenters",2
"38406","dissing",2
"38407","dissipating",2
"38408","dissipation",2
"38409","dissolving",2
"38410","dissonance",2
"38411","dissuade",2
"38412","dist",2
"38413","distaff",2
"38414","distanced",2
"38415","distance”",2
"38416","distancing",2
"38417","distortions",2
"38418","distractingly",2
"38419","distracts",2
"38420","dithering",2
"38421","ditmas",2
"38422","ditty",2
"38423","diuretics",2
"38424","diurnal",2
"38425","diversification",2
"38426","diversified",2
"38427","diversifying",2
"38428","diversity”",2
"38429","divestment",2
"38430","divisadero",2
"38431","dizaei",2
"38432","dizon",2
"38433","dmc",2
"38434","dmca",2
"38435","dmello",2
"38436","dmgg",2
"38437","dmitry",2
"38438","dnc",2
"38439","dnrs",2
"38440","do-do-mi",2
"38441","do-gooder",2
"38442","do-it-all",2
"38443","do-or-die",2
"38444","do-over",2
"38445","dobama",2
"38446","dobbs",2
"38447","doberman",2
"38448","dobut",2
"38449","docket",2
"38450","doctorates",2
"38451","dodo",2
"38452","does-not-teach",2
"38453","doeuvres",2
"38454","doggedly",2
"38455","doggone",2
"38456","dogmatic",2
"38457","dog”",2
"38458","dohave",2
"38459","doherty",2
"38460","doi",2
"38461","doilies",2
"38462","doings",2
"38463","doing”",2
"38464","doj",2
"38465","dojo",2
"38466","dolenz",2
"38467","dollhouse",2
"38468","dollinger",2
"38469","dollops",2
"38470","domingo",2
"38471","dominick",2
"38472","donalds",2
"38473","donaldson",2
"38474","donald’",2
"38475","donatelli",2
"38476","donates",2
"38477","doneand",2
"38478","donegal",2
"38479","donegan",2
"38480","donei",2
"38481","doner",2
"38482","dong",2
"38483","donlan",2
"38484","donnan",2
"38485","donne",2
"38486","donner",2
"38487","donn�s",2
"38488","donoso",2
"38489","donshel",2
"38490","donta",2
"38491","dontdoublemyrate",2
"38492","donte",2
"38493","don’t”",2
"38494","doobie",2
"38495","doodle",2
"38496","doodling",2
"38497","door-less",2
"38498","doorknob",2
"38499","doorstop",2
"38500","door’",2
"38501","doozy",2
"38502","doppelganger",2
"38503","doran",2
"38504","doras",2
"38505","dorie",2
"38506","dorky",2
"38507","doro",2
"38508","dorp",2
"38509","dorrell",2
"38510","dory",2
"38511","doss",2
"38512","dotcom",2
"38513","dote",2
"38514","dotting",2
"38515","doty",2
"38516","double-barrel",2
"38517","double-crossing",2
"38518","double-dipping",2
"38519","double-edged",2
"38520","doubleday",2
"38521","douchey",2
"38522","doud",2
"38523","dougherty",2
"38524","dougie",2
"38525","douglass",2
"38526","doula",2
"38527","douse",2
"38528","douthat",2
"38529","dovetails",2
"38530","downham",2
"38531","downie",2
"38532","downies",2
"38533","downriver",2
"38534","downstream",2
"38535","downswing",2
"38536","downtowns",2
"38537","down’",2
"38538","doyne",2
"38539","dpla",2
"38540","draftniks",2
"38541","drago",2
"38542","dragonfly",2
"38543","drags",2
"38544","dramatization",2
"38545","dramedy",2
"38546","draupadi",2
"38547","drawback",2
"38548","drawdown",2
"38549","drbc",2
"38550","dreadnought",2
"38551","dream-like",2
"38552","dreamgirls",2
"38553","dreams”",2
"38554","dream”",2
"38555","dredge",2
"38556","dreessen",2
"38557","dregs",2
"38558","dressers",2
"38559","dresses”",2
"38560","dressmaking",2
"38561","dreyer",2
"38562","drie",2
"38563","drier",2
"38564","drifter",2
"38565","drina",2
"38566","drippings",2
"38567","driskill",2
"38568","drive-thru",2
"38569","drive-up",2
"38570","drivetrain",2
"38571","drizzling",2
"38572","drm",2
"38573","droid",2
"38574","drop-down",2
"38575","drop-in",2
"38576","dropbox",2
"38577","droplets",2
"38578","dropoff",2
"38579","drose",2
"38580","droughts",2
"38581","drowsy",2
"38582","dro�a",2
"38583","drs",2
"38584","dru",2
"38585","drudge",2
"38586","drug-free",2
"38587","drugging",2
"38588","drugmaker",2
"38589","druid",2
"38590","drupalcon",2
"38591","dry-hopped",2
"38592","drybrush",2
"38593","drydensocial",2
"38594","dryness",2
"38595","drzap",2
"38596","dts",2
"38597","dtv",2
"38598","dually",2
"38599","duarte",2
"38600","dubble",2
"38601","dubinsky",2
"38602","dublin’",2
"38603","dubray",2
"38604","dubs",2
"38605","duchesne",2
"38606","duck-rabbit",2
"38607","ducking",2
"38608","ducksworth",2
"38609","ducts",2
"38610","dud",2
"38611","dude”",2
"38612","dufner",2
"38613","duis",2
"38614","duke’",2
"38615","dulce",2
"38616","dulcimer",2
"38617","dulled",2
"38618","dulles",2
"38619","duly",2
"38620","dumars",2
"38621","dunedin",2
"38622","dung",2
"38623","dunhams",2
"38624","dunked",2
"38625","dunks",2
"38626","dunns",2
"38627","dunphy",2
"38628","duos",2
"38629","duplicated",2
"38630","dupre",2
"38631","duquesne",2
"38632","durand",2
"38633","durer",2
"38634","durley",2
"38635","dursley’",2
"38636","dusky",2
"38637","dustcover",2
"38638","duster",2
"38639","dutrow",2
"38640","duval",2
"38641","duyck",2
"38642","dvring",2
"38643","dwarfs",2
"38644","dweller",2
"38645","dwelt",2
"38646","dwn",2
"38647","dyan",2
"38648","dyck",2
"38649","dyin",2
"38650","dying”",2
"38651","dykes",2
"38652","dynda",2
"38653","dyslexic",2
"38654","dyson",2
"38655","dystopia",2
"38656","d’antoni",2
"38657","e13",2
"38658","e44",2
"38659","eagerness",2
"38660","eagleman",2
"38661","ear-picking",2
"38662","eared",2
"38663","earle",2
"38664","earley",2
"38665","earls",2
"38666","early-onset",2
"38667","earnestly",2
"38668","earnings-per-share",2
"38669","earphones",2
"38670","earplugs",2
"38671","earring",2
"38672","ears”",2
"38673","earth-friendly",2
"38674","earth-shattering",2
"38675","earthday",2
"38676","earthquake”",2
"38677","earth’",2
"38678","easement",2
"38679","eastside",2
"38680","easy-to-follow",2
"38681","easy-to-use",2
"38682","eatin’",2
"38683","eavesdropped",2
"38684","ebisuno",2
"38685","ebiznow",2
"38686","ebksmt",2
"38687","ebner",2
"38688","ecclesiastes",2
"38689","ecclesiastical",2
"38690","ecclesiology",2
"38691","echofon",2
"38692","eclipses",2
"38693","eclipsing",2
"38694","ecmc",2
"38695","ecommerce",2
"38696","ecuadorian",2
"38697","edelman",2
"38698","edens",2
"38699","edgerton",2
"38700","edge’",2
"38701","edina",2
"38702","edinboros",2
"38703","editor-in-chief",2
"38704","editorials",2
"38705","editor’",2
"38706","edls",2
"38707","edmond",2
"38708","edmondson",2
"38709","edna",2
"38710","edo",2
"38711","eds",2
"38712","eduard",2
"38713","edwards’",2
"38714","edward’",2
"38715","edwins",2
"38716","eebc",2
"38717","eebc’",2
"38718","een",2
"38719","eerie",2
"38720","ef2",2
"38721","eff",2
"38722","effect”",2
"38723","effect’",2
"38724","efficacy",2
"38725","efficiencies",2
"38726","effort”",2
"38727","efraimson",2
"38728","efrain",2
"38729","egon",2
"38730","egregiously",2
"38731","ehhh",2
"38732","ehrlichs",2
"38733","ehs",2
"38734","eh”",2
"38735","eic",2
"38736","eight-hour",2
"38737","eight-speed",2
"38738","eighteenth",2
"38739","eighth-grade",2
"38740","eighth-grader",2
"38741","eighth-ranked",2
"38742","eiland",2
"38743","eilman",2
"38744","eisenhauer",2
"38745","eisner",2
"38746","ejaculation",2
"38747","ek",2
"38748","eke",2
"38749","elaborately",2
"38750","elaboration",2
"38751","elaines",2
"38752","elbow-throwing",2
"38753","elbowed",2
"38754","elbowing",2
"38755","eldridge",2
"38756","eldritch",2
"38757","eleby",2
"38758","elec",2
"38759","elective",2
"38760","electives",2
"38761","electrically",2
"38762","electrician",2
"38763","electricians",2
"38764","electrifying",2
"38765","elegy",2
"38766","eleven-year-old",2
"38767","eliciting",2
"38768","elisabeth",2
"38769","elisha",2
"38770","eliteeugene",2
"38771","elitism",2
"38772","elixir",2
"38773","eliyahu",2
"38774","ell",2
"38775","ellenberg",2
"38776","ellens",2
"38777","ellen’",2
"38778","ellicottville",2
"38779","ellipses",2
"38780","ellsbury",2
"38781","ellum",2
"38782","elly",2
"38783","elmwood",2
"38784","elogbi",2
"38785","elope",2
"38786","elusiveness",2
"38787","elways",2
"38788","elwoods",2
"38789","elyse",2
"38790","emanate",2
"38791","emanuels",2
"38792","embellies",2
"38793","emblazoned",2
"38794","emboldened",2
"38795","embolism",2
"38796","emboss",2
"38797","embroidering",2
"38798","emc",2
"38799","emceed",2
"38800","emg",2
"38801","emigrants",2
"38802","emigrating",2
"38803","emit",2
"38804","emmaline",2
"38805","emmanuel",2
"38806","emme",2
"38807","emmitsburg",2
"38808","emorys",2
"38809","empathetic",2
"38810","empathic",2
"38811","empathise",2
"38812","empathize",2
"38813","emperors",2
"38814","emphases",2
"38815","empire”",2
"38816","employees’",2
"38817","employer’",2
"38818","empress",2
"38819","empyrean",2
"38820","emt",2
"38821","emulated",2
"38822","emulating",2
"38823","emulator",2
"38824","emv",2
"38825","encasing",2
"38826","enchancer",2
"38827","encircle",2
"38828","enclose",2
"38829","enclosing",2
"38830","encrusted",2
"38831","end-of-summer",2
"38832","endemic",2
"38833","enders",2
"38834","endo",2
"38835","endorsers",2
"38836","endoscopy",2
"38837","endowed",2
"38838","endowments",2
"38839","end�",2
"38840","end”",2
"38841","enemies”",2
"38842","energys",2
"38843","energy”",2
"38844","enforcer",2
"38845","enforcers",2
"38846","engagingly",2
"38847","engel",2
"38848","engendered",2
"38849","engle",2
"38850","engler",2
"38851","english-language",2
"38852","english-style",2
"38853","engravings",2
"38854","engrossing",2
"38855","enlist",2
"38856","enlistment",2
"38857","enliven",2
"38858","enlivened",2
"38859","enlivening",2
"38860","enmity",2
"38861","enniscorthy",2
"38862","enoden",2
"38863","enquiry",2
"38864","enriches",2
"38865","enright",2
"38866","enslavement",2
"38867","ent",2
"38868","entangled",2
"38869","entendre",2
"38870","entertains",2
"38871","enthralling",2
"38872","entices",2
"38873","entombment",2
"38874","entomology",2
"38875","entourage",2
"38876","entr�e",2
"38877","enumerate",2
"38878","enumerated",2
"38879","envelop",2
"38880","environ",2
"38881","environmentalist",2
"38882","environment”",2
"38883","environs",2
"38884","envisaged",2
"38885","envoys",2
"38886","enzyme",2
"38887","eons",2
"38888","epenesa",2
"38889","eph",2
"38890","epi",2
"38891","epicerie",2
"38892","epicor",2
"38893","epicurean",2
"38894","epidemiological",2
"38895","epigoni",2
"38896","epilogue",2
"38897","epipen",2
"38898","epiphanies",2
"38899","epistle",2
"38900","epitome",2
"38901","epitomizes",2
"38902","epl",2
"38903","epoch",2
"38904","eponymous",2
"38905","equivalency",2
"38906","equivio’",2
"38907","erasmus",2
"38908","erasure",2
"38909","erdogan",2
"38910","ereading",2
"38911","erectile",2
"38912","erecting",2
"38913","erick",2
"38914","ericsson",2
"38915","erik’",2
"38916","eritrea",2
"38917","erixon",2
"38918","erm",2
"38919","ernesto",2
"38920","eros",2
"38921","errol",2
"38922","erroll",2
"38923","erroneous",2
"38924","errrr",2
"38925","erskine",2
"38926","erstwhile",2
"38927","erupt",2
"38928","erupting",2
"38929","eruptions",2
"38930","escalade",2
"38931","escalators",2
"38932","eschaton",2
"38933","eschews",2
"38934","escuela",2
"38935","esl",2
"38936","esophagus",2
"38937","esperanza",2
"38938","esplanade",2
"38939","esq",2
"38940","esquire",2
"38941","essar",2
"38942","esta",2
"38943","estevez",2
"38944","esto",2
"38945","estrogen",2
"38946","etant",2
"38947","etchison",2
"38948","etech",2
"38949","ethically",2
"38950","ethnically",2
"38951","ethnography",2
"38952","etouffee",2
"38953","etps",2
"38954","ets",2
"38955","etsycom",2
"38956","euclids",2
"38957","eulipia",2
"38958","eulogy",2
"38959","euphemisms",2
"38960","eur",2
"38961","eurail",2
"38962","eurekas",2
"38963","eus",2
"38964","eustis",2
"38965","euthanize",2
"38966","evacuating",2
"38967","evaded",2
"38968","evanston",2
"38969","evaporation",2
"38970","evasive",2
"38971","event’",2
"38972","ever-expanding",2
"38973","everglades",2
"38974","everlast",2
"38975","everlyne",2
"38976","everton",2
"38977","every1",2
"38978","everybody”",2
"38979","everydays",2
"38980","everyman",2
"38981","everyonehasthat1friend",2
"38982","everything’",2
"38983","ever”",2
"38984","eveywhere",2
"38985","evidence”",2
"38986","evita",2
"38987","evo",2
"38988","evocation",2
"38989","evolutionists",2
"38990","eww",2
"38991","ewww",2
"38992","ewwwww",2
"38993","ex-con",2
"38994","ex-gay",2
"38995","ex-marine",2
"38996","ex35",2
"38997","exacerbated",2
"38998","exalts",2
"38999","exasperating",2
"39000","excavated",2
"39001","excavation",2
"39002","excels",2
