"","corpusngram4","n"
"51345","this world is a",2
"51346","this world so many",2
"51347","this would be about",2
"51348","this would be with",2
"51349","this would make a",2
"51350","this would not have",2
"51351","this year after the",2
"51352","this year and he",2
"51353","this year and next",2
"51354","this year as a",2
"51355","this year as well",2
"51356","this year but i",2
"51357","this year but the",2
"51358","this year compared to",2
"51359","this year compared with",2
"51360","this year he said",2
"51361","this year i did",2
"51362","this year i hope",2
"51363","this year is that",2
"51364","this year it just",2
"51365","this year its a",2
"51366","this year that would",2
"51367","this year the city",2
"51368","this year the fed",2
"51369","this year the south",2
"51370","this year the us",2
"51371","this year to a",2
"51372","this year was a",2
"51373","this year was the",2
"51374","this year we had",2
"51375","this year we have",2
"51376","this year what are",2
"51377","this year with a",2
"51378","this year with the",2
"51379","this years honoree is",2
"51380","thistles it is worthless",2
"51381","thorns and thistles it",2
"51382","those around me my",2
"51383","those brought into the",2
"51384","those days are over",2
"51385","those for whose sake",2
"51386","those in favor of",2
"51387","those individuals who are",2
"51388","those kinds of things",2
"51389","those little things that",2
"51390","those new to the",2
"51391","those not familiar with",2
"51392","those of us that",2
"51393","those of us with",2
"51394","those of you without",2
"51395","those people who is",2
"51396","those things and more",2
"51397","those things into my",2
"51398","those who are already",2
"51399","those who are around",2
"51400","those who are called",2
"51401","those who are going",2
"51402","those who are interested",2
"51403","those who ate the",2
"51404","those who dont know",2
"51405","those who don’ know",2
"51406","those who have a",2
"51407","those who have done",2
"51408","those who have followed",2
"51409","those who have had",2
"51410","those who have no",2
"51411","those who just want",2
"51412","those who know me",2
"51413","those who know the",2
"51414","those who lost their",2
"51415","those who maintain the",2
"51416","those who might not",2
"51417","those who think that",2
"51418","those who were killed",2
"51419","those who work for",2
"51420","those words in that",2
"51421","though he did not",2
"51422","though i dont know",2
"51423","though i dont think",2
"51424","though i don’ know",2
"51425","though i have not",2
"51426","though i know that",2
"51427","though it is a",2
"51428","though its records are",2
"51429","though many of the",2
"51430","though most of my",2
"51431","though not by name",2
"51432","though not enough to",2
"51433","though she says she",2
"51434","though some of the",2
"51435","though there was a",2
"51436","though there will be",2
"51437","though this is a",2
"51438","thought a lot about",2
"51439","thought he was a",2
"51440","thought he was the",2
"51441","thought i could do",2
"51442","thought i could make",2
"51443","thought i was crazy",2
"51444","thought i was going",2
"51445","thought i would give",2
"51446","thought i would let",2
"51447","thought i would make",2
"51448","thought i would post",2
"51449","thought id do something",2
"51450","thought id say this",2
"51451","thought it was an",2
"51452","thought it was bad",2
"51453","thought it was great",2
"51454","thought it was kind",2
"51455","thought it was pretty",2
"51456","thought it was the",2
"51457","thought it was too",2
"51458","thought of as a",2
"51459","thought of as one",2
"51460","thought of having to",2
"51461","thought of when i",2
"51462","thought she was coming",2
"51463","thought she was dead",2
"51464","thought that if i",2
"51465","thought that was a",2
"51466","thought the same thing",2
"51467","thought they were a",2
"51468","thought they were fighting",2
"51469","thought to be a",2
"51470","thought we had a",2
"51471","thought we would have",2
"51472","thoughts and prayers are",2
"51473","thousand miles from nowhere",2
"51474","thousands and thousands of",2
"51475","thousands of homes and",2
"51476","thousands of pages of",2
"51477","thousands of people in",2
"51478","thousands of pounds of",2
"51479","threat to close the",2
"51480","threatened to kill the",2
"51481","three chances to win",2
"51482","three days a week",2
"51483","three days ago i",2
"51484","three games for the",2
"51485","three goals in the",2
"51486","three high schools in",2
"51487","three hours before the",2
"51488","three in a row",2
"51489","three meals a day",2
"51490","three mean when its",2
"51491","three minutes into the",2
"51492","three minutes of the",2
"51493","three of his four",2
"51494","three of the top",2
"51495","three or four kids",2
"51496","three out of four",2
"51497","three parts the first",2
"51498","three people were killed",2
"51499","three quarters of the",2
"51500","three stigmata of palmer",2
"51501","three times in that",2
"51502","three times the size",2
"51503","three weeks ago and",2
"51504","three years after the",2
"51505","three years ago after",2
"51506","three years ago and",2
"51507","three years ago is",2
"51508","three years he said",2
"51509","three years he was",2
"51510","three years in federal",2
"51511","three years in the",2
"51512","three years older than",2
"51513","threw a brick through",2
"51514","thrilled to have the",2
"51515","through a back door",2
"51516","through a hole in",2
"51517","through a program called",2
"51518","through a variety of",2
"51519","through some of the",2
"51520","through sunday at the",2
"51521","through the american red",2
"51522","through the area the",2
"51523","through the center of",2
"51524","through the day and",2
"51525","through the house on",2
"51526","through the international monetary",2
"51527","through the lens of",2
"51528","through the middle of",2
"51529","through the night but",2
"51530","through the process of",2
"51531","through the replication of",2
"51532","through the window of",2
"51533","through trial and error",2
"51534","throughout much of the",2
"51535","throughout the bay area",2
"51536","throughout the day to",2
"51537","throughout the year but",2
"51538","throw it out the",2
"51539","throw their support behind",2
"51540","thrown out of the",2
"51541","thrown to the ground",2
"51542","thursday in a news",2
"51543","thursday may 3 2012",2
"51544","tickets at the door",2
"51545","tickets may be purchased",2
"51546","tickets went on sale",2
"51547","tie a knot and",2
"51548","tie the game and",2
"51549","tied it in the",2
"51550","tied the game at",2
"51551","tier one risk-based capital",2
"51552","tigers and their practices",2
"51553","tight end evan moore",2
"51554","till the very last",2
"51555","tilled receives a blessing",2
"51556","time and a total",2
"51557","time and energy and",2
"51558","time and i am",2
"51559","time and i really",2
"51560","time and if you",2
"51561","time and keep mixing",2
"51562","time and money to",2
"51563","time and that is",2
"51564","time as we used",2
"51565","time because it was",2
"51566","time because they have",2
"51567","time being but i",2
"51568","time but for whatever",2
"51569","time but i know",2
"51570","time catching up with",2
"51571","time consuming and i",2
"51572","time each day to",2
"51573","time for a change",2
"51574","time for a marketing",2
"51575","time for anything else",2
"51576","time for me but",2
"51577","time for me i",2
"51578","time for the next",2
"51579","time for us to",2
"51580","time had gone by",2
"51581","time has come for",2
"51582","time he said he",2
"51583","time he was a",2
"51584","time i decided to",2
"51585","time i get back",2
"51586","time i get to",2
"51587","time i got a",2
"51588","time i guess i",2
"51589","time i have been",2
"51590","time i looked at",2
"51591","time i pass a",2
"51592","time i put on",2
"51593","time i realized that",2
"51594","time i saw the",2
"51595","time i should go",2
"51596","time i tried to",2
"51597","time i turned around",2
